"palette_id","collection","order","red","green","blue","hex","status","note","name","family","type","n_colors","status_palette"
"kawaii_tri_09","kawaii",3,126,206,244,"#7ECEF4","transcribed","","kawaii_tri_09","tri","tricolor",3,"transcribed"
"kawaii_tri_10","kawaii",1,250,219,218,"#FADBDA","transcribed","","kawaii_tri_10","tri","tricolor",3,"transcribed"
"kawaii_tri_10","kawaii",2,200,231,233,"#C8E7E9","transcribed","","kawaii_tri_10","tri","tricolor",3,"transcribed"
"kawaii_tri_10","kawaii",3,175,192,227,"#AFC0E3","transcribed","","kawaii_tri_10","tri","tricolor",3,"transcribed"
"kawaii_tri_11","kawaii",1,252,234,212,"#FCEAD4","transcribed","","kawaii_tri_11","tri","tricolor",3,"transcribed"
"kawaii_tri_11","kawaii",2,71,11,0,"#470B00","transcribed","","kawaii_tri_11","tri","tricolor",3,"transcribed"
"kawaii_tri_11","kawaii",3,253,215,0,"#FDD700","transcribed","","kawaii_tri_11","tri","tricolor",3,"transcribed"
"kawaii_tri_12","kawaii",1,247,226,231,"#F7E2E7","transcribed","","kawaii_tri_12","tri","tricolor",3,"transcribed"
"kawaii_tri_12","kawaii",2,80,0,71,"#500047","transcribed","","kawaii_tri_12","tri","tricolor",3,"transcribed"
"kawaii_tri_12","kawaii",3,253,215,0,"#FDD700","transcribed","","kawaii_tri_12","tri","tricolor",3,"transcribed"
"kawaii_tri_13","kawaii",1,249,242,30,"#F9F21E","transcribed","","kawaii_tri_13","tri","tricolor",3,"transcribed"
"kawaii_tri_13","kawaii",2,182,151,123,"#B6977B","transcribed","","kawaii_tri_13","tri","tricolor",3,"transcribed"
"kawaii_tri_13","kawaii",3,164,136,211,"#A488D3","transcribed","","kawaii_tri_13","tri","tricolor",3,"transcribed"
"kawaii_tri_14","kawaii",1,29,150,122,"#1D967A","transcribed","","kawaii_tri_14","tri","tricolor",3,"transcribed"
"kawaii_tri_14","kawaii",2,253,211,92,"#FDD35C","transcribed","","kawaii_tri_14","tri","tricolor",3,"transcribed"
"kawaii_tri_14","kawaii",3,233,77,59,"#E94D3B","transcribed","","kawaii_tri_14","tri","tricolor",3,"transcribed"
"kawaii_tri_15","kawaii",1,255,244,98,"#FFF462","transcribed","","kawaii_tri_15","tri","tricolor",3,"transcribed"
"kawaii_tri_15","kawaii",2,58,180,131,"#3AB483","transcribed","","kawaii_tri_15","tri","tricolor",3,"transcribed"
"kawaii_tri_15","kawaii",3,175,192,227,"#AFC0E3","transcribed","","kawaii_tri_15","tri","tricolor",3,"transcribed"
"kawaii_tri_16","kawaii",1,238,244,231,"#EEF4E7","transcribed","","kawaii_tri_16","tri","tricolor",3,"transcribed"
"kawaii_tri_16","kawaii",2,0,60,11,"#003C0B","transcribed","","kawaii_tri_16","tri","tricolor",3,"transcribed"
"kawaii_tri_16","kawaii",3,253,215,0,"#FDD700","transcribed","","kawaii_tri_16","tri","tricolor",3,"transcribed"
"kawaii_tri_17","kawaii",1,225,241,247,"#E1F1F7","transcribed","","kawaii_tri_17","tri","tricolor",3,"transcribed"
"kawaii_tri_17","kawaii",2,23,23,118,"#171776","transcribed","","kawaii_tri_17","tri","tricolor",3,"transcribed"
"kawaii_tri_17","kawaii",3,253,215,0,"#FDD700","transcribed","","kawaii_tri_17","tri","tricolor",3,"transcribed"
"kawaii_tri_18","kawaii",1,166,241,247,"#A6F1F7","transcribed","","kawaii_tri_18","tri","tricolor",3,"transcribed"
"kawaii_tri_18","kawaii",2,234,138,113,"#EA8A71","transcribed","","kawaii_tri_18","tri","tricolor",3,"transcribed"
"kawaii_tri_18","kawaii",3,81,231,196,"#51E7C4","transcribed","","kawaii_tri_18","tri","tricolor",3,"transcribed"
"kawaii_tri_19","kawaii",1,231,36,46,"#E7242E","transcribed","","kawaii_tri_19","tri","tricolor",3,"review"
"kawaii_tri_19","kawaii",2,0,99,86,"#006356","review","The blue-channel final digit is blurred in the photograph. RGB (0, 99, 86) is the provisional reading; 86 versus 85 needs a closer source image. R and G are legible.","kawaii_tri_19","tri","tricolor",3,"review"
"kawaii_tri_19","kawaii",3,239,199,87,"#EFC757","transcribed","","kawaii_tri_19","tri","tricolor",3,"review"
"minimalism_bi_01","minimalism",1,92,179,206,"#5CB3CE","transcribed","","minimalism_bi_01","bi","bicolor",2,"transcribed"
"minimalism_bi_01","minimalism",2,221,109,131,"#DD6D83","transcribed","","minimalism_bi_01","bi","bicolor",2,"transcribed"
"minimalism_bi_02","minimalism",1,143,195,34,"#8FC322","transcribed","","minimalism_bi_02","bi","bicolor",2,"transcribed"
"minimalism_bi_02","minimalism",2,224,127,1,"#E07F01","transcribed","","minimalism_bi_02","bi","bicolor",2,"transcribed"
"minimalism_bi_03","minimalism",1,239,135,135,"#EF8787","transcribed","","minimalism_bi_03","bi","bicolor",2,"transcribed"
"minimalism_bi_03","minimalism",2,247,228,224,"#F7E4E0","transcribed","","minimalism_bi_03","bi","bicolor",2,"transcribed"
"minimalism_bi_04","minimalism",1,255,255,255,"#FFFFFF","transcribed","","minimalism_bi_04","bi","bicolor",2,"transcribed"
"minimalism_bi_04","minimalism",2,210,163,100,"#D2A364","transcribed","","minimalism_bi_04","bi","bicolor",2,"transcribed"
"minimalism_bi_05","minimalism",1,0,83,165,"#0053A5","transcribed","","minimalism_bi_05","bi","bicolor",2,"transcribed"
"minimalism_bi_05","minimalism",2,146,210,225,"#92D2E1","transcribed","","minimalism_bi_05","bi","bicolor",2,"transcribed"
"minimalism_bi_06","minimalism",1,191,85,108,"#BF556C","transcribed","","minimalism_bi_06","bi","bicolor",2,"transcribed"
"minimalism_bi_06","minimalism",2,227,210,180,"#E3D2B4","transcribed","","minimalism_bi_06","bi","bicolor",2,"transcribed"
"minimalism_bi_07","minimalism",1,2,88,159,"#02589F","transcribed","","minimalism_bi_07","bi","bicolor",2,"transcribed"
"minimalism_bi_07","minimalism",2,142,173,191,"#8EADBF","transcribed","","minimalism_bi_07","bi","bicolor",2,"transcribed"
"minimalism_bi_08","minimalism",1,193,167,108,"#C1A76C","transcribed","","minimalism_bi_08","bi","bicolor",2,"transcribed"
"minimalism_bi_08","minimalism",2,24,43,130,"#182B82","transcribed","","minimalism_bi_08","bi","bicolor",2,"transcribed"
"minimalism_bi_09","minimalism",1,53,132,75,"#35844B","transcribed","","minimalism_bi_09","bi","bicolor",2,"transcribed"
"minimalism_bi_09","minimalism",2,220,232,159,"#DCE89F","transcribed","","minimalism_bi_09","bi","bicolor",2,"transcribed"
"minimalism_bi_10","minimalism",1,47,139,182,"#2F8BB6","transcribed","","minimalism_bi_10","bi","bicolor",2,"transcribed"
"minimalism_bi_10","minimalism",2,207,229,236,"#CFE5EC","transcribed","","minimalism_bi_10","bi","bicolor",2,"transcribed"
"minimalism_bi_11","minimalism",1,215,183,146,"#D7B792","transcribed","","minimalism_bi_11","bi","bicolor",2,"transcribed"
"minimalism_bi_11","minimalism",2,0,0,0,"#000000","transcribed","","minimalism_bi_11","bi","bicolor",2,"transcribed"
"minimalism_bi_12","minimalism",1,0,0,0,"#000000","transcribed","","minimalism_bi_12","bi","bicolor",2,"transcribed"
"minimalism_bi_12","minimalism",2,255,255,255,"#FFFFFF","transcribed","","minimalism_bi_12","bi","bicolor",2,"transcribed"
"minimalism_four_01","minimalism",1,220,84,138,"#DC548A","transcribed","","minimalism_four_01","four","four-color",4,"transcribed"
"minimalism_four_01","minimalism",2,78,187,164,"#4EBBA4","transcribed","","minimalism_four_01","four","four-color",4,"transcribed"
"minimalism_four_01","minimalism",3,137,92,160,"#895CA0","transcribed","","minimalism_four_01","four","four-color",4,"transcribed"
"minimalism_four_01","minimalism",4,222,217,112,"#DED970","transcribed","","minimalism_four_01","four","four-color",4,"transcribed"
"minimalism_four_02","minimalism",1,236,203,175,"#ECCBAF","transcribed","","minimalism_four_02","four","four-color",4,"transcribed"
"minimalism_four_02","minimalism",2,222,214,175,"#DED6AF","transcribed","","minimalism_four_02","four","four-color",4,"transcribed"
"minimalism_four_02","minimalism",3,242,233,231,"#F2E9E7","transcribed","","minimalism_four_02","four","four-color",4,"transcribed"
"minimalism_four_02","minimalism",4,232,181,169,"#E8B5A9","transcribed","","minimalism_four_02","four","four-color",4,"transcribed"
"minimalism_four_03","minimalism",1,255,255,255,"#FFFFFF","transcribed","","minimalism_four_03","four","four-color",4,"transcribed"
"minimalism_four_03","minimalism",2,50,156,155,"#329C9B","transcribed","","minimalism_four_03","four","four-color",4,"transcribed"
"minimalism_four_03","minimalism",3,141,194,202,"#8DC2CA","transcribed","","minimalism_four_03","four","four-color",4,"transcribed"
"minimalism_four_03","minimalism",4,236,107,85,"#EC6B55","transcribed","","minimalism_four_03","four","four-color",4,"transcribed"
"minimalism_four_04","minimalism",1,189,154,88,"#BD9A58","transcribed","","minimalism_four_04","four","four-color",4,"transcribed"
"minimalism_four_04","minimalism",2,162,209,217,"#A2D1D9","transcribed","","minimalism_four_04","four","four-color",4,"transcribed"
"minimalism_four_04","minimalism",3,229,186,189,"#E5BABD","transcribed","","minimalism_four_04","four","four-color",4,"transcribed"
"minimalism_four_04","minimalism",4,139,78,155,"#8B4E9B","transcribed","","minimalism_four_04","four","four-color",4,"transcribed"
"minimalism_four_05","minimalism",1,194,169,82,"#C2A952","transcribed","","minimalism_four_05","four","four-color",4,"transcribed"
"minimalism_four_05","minimalism",2,153,181,136,"#99B588","transcribed","","minimalism_four_05","four","four-color",4,"transcribed"
"minimalism_four_05","minimalism",3,219,139,150,"#DB8B96","transcribed","","minimalism_four_05","four","four-color",4,"transcribed"
"minimalism_four_05","minimalism",4,74,81,127,"#4A517F","transcribed","","minimalism_four_05","four","four-color",4,"transcribed"
"minimalism_four_06","minimalism",1,241,177,206,"#F1B1CE","transcribed","","minimalism_four_06","four","four-color",4,"transcribed"
"minimalism_four_06","minimalism",2,231,211,189,"#E7D3BD","transcribed","","minimalism_four_06","four","four-color",4,"transcribed"
"minimalism_four_06","minimalism",3,3,103,175,"#0367AF","transcribed","","minimalism_four_06","four","four-color",4,"transcribed"
"minimalism_four_06","minimalism",4,0,75,41,"#004B29","transcribed","","minimalism_four_06","four","four-color",4,"transcribed"
"minimalism_four_07","minimalism",1,241,177,206,"#F1B1CE","transcribed","","minimalism_four_07","four","four-color",4,"transcribed"
"minimalism_four_07","minimalism",2,230,25,23,"#E61917","transcribed","","minimalism_four_07","four","four-color",4,"transcribed"
"minimalism_four_07","minimalism",3,231,211,189,"#E7D3BD","transcribed","","minimalism_four_07","four","four-color",4,"transcribed"
"minimalism_four_07","minimalism",4,149,65,34,"#954122","transcribed","","minimalism_four_07","four","four-color",4,"transcribed"
"minimalism_four_08","minimalism",1,212,140,186,"#D48CBA","transcribed","","minimalism_four_08","four","four-color",4,"transcribed"
"minimalism_four_08","minimalism",2,0,158,180,"#009EB4","transcribed","","minimalism_four_08","four","four-color",4,"transcribed"
"minimalism_four_08","minimalism",3,81,81,113,"#515171","transcribed","","minimalism_four_08","four","four-color",4,"transcribed"
"minimalism_four_08","minimalism",4,186,149,94,"#BA955E","transcribed","","minimalism_four_08","four","four-color",4,"transcribed"
"minimalism_multi_01","minimalism",1,234,218,185,"#EADAB9","transcribed","","minimalism_multi_01","multi","multicolor",6,"transcribed"
"minimalism_multi_01","minimalism",2,190,41,32,"#BE2920","transcribed","","minimalism_multi_01","multi","multicolor",6,"transcribed"
"minimalism_multi_01","minimalism",3,252,226,220,"#FCE2DC","transcribed","","minimalism_multi_01","multi","multicolor",6,"transcribed"
"minimalism_multi_01","minimalism",4,184,228,237,"#B8E4ED","transcribed","","minimalism_multi_01","multi","multicolor",6,"transcribed"
"minimalism_multi_01","minimalism",5,182,185,70,"#B6B946","transcribed","","minimalism_multi_01","multi","multicolor",6,"transcribed"
"minimalism_multi_01","minimalism",6,185,188,193,"#B9BCC1","transcribed","","minimalism_multi_01","multi","multicolor",6,"transcribed"
"minimalism_multi_02","minimalism",1,230,106,95,"#E66A5F","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_02","minimalism",2,237,194,182,"#EDC2B6","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_02","minimalism",3,203,180,147,"#CBB493","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_02","minimalism",4,158,128,155,"#9E809B","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_02","minimalism",5,57,86,66,"#395642","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_02","minimalism",6,191,227,231,"#BFE3E7","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_02","minimalism",7,206,189,53,"#CEBD35","transcribed","","minimalism_multi_02","multi","multicolor",7,"transcribed"
"minimalism_multi_03","minimalism",1,64,92,79,"#405C4F","transcribed","","minimalism_multi_03","multi","multicolor",5,"transcribed"
"minimalism_multi_03","minimalism",2,61,186,190,"#3DBABE","transcribed","","minimalism_multi_03","multi","multicolor",5,"transcribed"
"minimalism_multi_03","minimalism",3,127,184,222,"#7FB8DE","transcribed","","minimalism_multi_03","multi","multicolor",5,"transcribed"
"minimalism_multi_03","minimalism",4,219,183,158,"#DBB79E","transcribed","","minimalism_multi_03","multi","multicolor",5,"transcribed"
"minimalism_multi_03","minimalism",5,230,71,76,"#E6474C","transcribed","","minimalism_multi_03","multi","multicolor",5,"transcribed"
"minimalism_multi_04","minimalism",1,236,232,226,"#ECE8E2","transcribed","","minimalism_multi_04","multi","multicolor",6,"transcribed"
"minimalism_multi_04","minimalism",2,198,134,93,"#C6865D","transcribed","","minimalism_multi_04","multi","multicolor",6,"transcribed"
"minimalism_multi_04","minimalism",3,17,159,87,"#119F57","transcribed","","minimalism_multi_04","multi","multicolor",6,"transcribed"
"minimalism_multi_04","minimalism",4,229,143,68,"#E58F44","transcribed","","minimalism_multi_04","multi","multicolor",6,"transcribed"
"minimalism_multi_04","minimalism",5,0,163,211,"#00A3D3","transcribed","","minimalism_multi_04","multi","multicolor",6,"transcribed"
"minimalism_multi_04","minimalism",6,200,26,67,"#C81A43","transcribed","","minimalism_multi_04","multi","multicolor",6,"transcribed"
"minimalism_multi_05","minimalism",1,91,174,127,"#5BAE7F","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_05","minimalism",2,177,192,107,"#B1C06B","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_05","minimalism",3,237,222,123,"#EDDE7B","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_05","minimalism",4,222,120,94,"#DE785E","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_05","minimalism",5,90,169,210,"#5AA9D2","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_05","minimalism",6,130,115,172,"#8273AC","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_05","minimalism",7,238,134,174,"#EE86AE","transcribed","","minimalism_multi_05","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",1,226,145,84,"#E29154","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",2,99,194,199,"#63C2C7","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",3,232,143,147,"#E88F93","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",4,237,215,61,"#EDD73D","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",5,100,105,175,"#6469AF","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",6,119,182,228,"#77B6E4","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_multi_06","minimalism",7,147,112,91,"#93705B","transcribed","","minimalism_multi_06","multi","multicolor",7,"transcribed"
"minimalism_tri_01","minimalism",1,0,66,146,"#004292","transcribed","","minimalism_tri_01","tri","tricolor",3,"transcribed"
"minimalism_tri_01","minimalism",2,141,177,222,"#8DB1DE","transcribed","","minimalism_tri_01","tri","tricolor",3,"transcribed"
"minimalism_tri_01","minimalism",3,0,160,207,"#00A0CF","transcribed","","minimalism_tri_01","tri","tricolor",3,"transcribed"
"minimalism_tri_02","minimalism",1,87,0,24,"#570018","transcribed","","minimalism_tri_02","tri","tricolor",3,"transcribed"
"minimalism_tri_02","minimalism",2,232,211,199,"#E8D3C7","transcribed","","minimalism_tri_02","tri","tricolor",3,"transcribed"
"minimalism_tri_02","minimalism",3,146,69,21,"#924515","transcribed","","minimalism_tri_02","tri","tricolor",3,"transcribed"
"retro_bi_01","retro",1,235,184,69,"#EBB845","transcribed","","Ochre & brick","bi","bicolor",2,"transcribed"
"retro_bi_01","retro",2,197,53,30,"#C5351E","transcribed","","Ochre & brick","bi","bicolor",2,"transcribed"
"retro_bi_02","retro",1,147,75,133,"#934B85","transcribed","","Plum & apricot","bi","bicolor",2,"transcribed"
"retro_bi_02","retro",2,225,138,49,"#E18A31","transcribed","","Plum & apricot","bi","bicolor",2,"transcribed"
"retro_bi_03","retro",1,90,79,125,"#5A4F7D","transcribed","","Violet & olive","bi","bicolor",2,"transcribed"
"retro_bi_03","retro",2,113,126,66,"#717E42","transcribed","","Violet & olive","bi","bicolor",2,"transcribed"
"retro_bi_04","retro",1,217,188,119,"#D9BC77","transcribed","","Gold & ink","bi","bicolor",2,"transcribed"
"retro_bi_04","retro",2,0,0,0,"#000000","transcribed","","Gold & ink","bi","bicolor",2,"transcribed"
"retro_bi_05","retro",1,27,101,161,"#1B65A1","transcribed","","Blue & charcoal","bi","bicolor",2,"transcribed"
"retro_bi_05","retro",2,83,87,96,"#535760","transcribed","","Blue & charcoal","bi","bicolor",2,"transcribed"
"retro_bi_06","retro",1,92,137,52,"#5C8934","transcribed","","Moss & clay","bi","bicolor",2,"transcribed"
"retro_bi_06","retro",2,152,97,78,"#98614E","transcribed","","Moss & clay","bi","bicolor",2,"transcribed"
"retro_bi_07","retro",1,197,53,30,"#C5351E","transcribed","","Brick & citron","bi","bicolor",2,"transcribed"
"retro_bi_07","retro",2,194,199,25,"#C2C719","transcribed","","Brick & citron","bi","bicolor",2,"transcribed"
"retro_bi_08","retro",1,181,222,217,"#B5DED9","transcribed","","Mint & cream","bi","bicolor",2,"transcribed"
"retro_bi_08","retro",2,255,252,209,"#FFFCD1","transcribed","","Mint & cream","bi","bicolor",2,"transcribed"
"retro_bi_09","retro",1,136,108,75,"#886C4B","transcribed","","Walnut & pine","bi","bicolor",2,"transcribed"
"retro_bi_09","retro",2,19,59,46,"#133B2E","transcribed","","Walnut & pine","bi","bicolor",2,"transcribed"
"retro_bi_10","retro",1,89,96,106,"#59606A","transcribed","","Slate & stone","bi","bicolor",2,"transcribed"
"retro_bi_10","retro",2,151,148,147,"#979493","transcribed","","Slate & stone","bi","bicolor",2,"transcribed"
"retro_bi_11","retro",1,147,75,133,"#934B85","transcribed","","Plum & citron","bi","bicolor",2,"transcribed"
"retro_bi_11","retro",2,194,199,25,"#C2C719","transcribed","","Plum & citron","bi","bicolor",2,"transcribed"
"retro_bi_12","retro",1,197,53,30,"#C5351E","transcribed","","Brick & moss","bi","bicolor",2,"transcribed"
"retro_bi_12","retro",2,92,137,52,"#5C8934","transcribed","","Brick & moss","bi","bicolor",2,"transcribed"
"retro_bi_13","retro",1,244,192,58,"#F4C03A","review","Provisional RGB reading: the small gold label is blurred. Confirm all three channels and the design reference.","Saffron & ink","bi","bicolor",2,"review"
"retro_bi_13","retro",2,0,0,0,"#000000","transcribed","","Saffron & ink","bi","bicolor",2,"review"
"retro_bi_14","retro",1,48,113,185,"#3071B9","review","Provisional RGB reading at curved outer edge; confirm channels and design reference.","Blue & poppy","bi","bicolor",2,"review"
"retro_bi_14","retro",2,227,73,80,"#E34950","review","Provisional RGB reading at curved outer edge; confirm all three channels.","Blue & poppy","bi","bicolor",2,"review"
"retro_four_01","retro",1,230,0,42,"#E6002A","transcribed","","Rose, paper & gold","four","four-color",4,"transcribed"
"retro_four_01","retro",2,247,195,194,"#F7C3C2","transcribed","","Rose, paper & gold","four","four-color",4,"transcribed"
"retro_four_01","retro",3,241,236,223,"#F1ECDF","transcribed","","Rose, paper & gold","four","four-color",4,"transcribed"
"retro_four_01","retro",4,253,206,39,"#FDCE27","transcribed","","Rose, paper & gold","four","four-color",4,"transcribed"
"retro_four_02","retro",1,230,0,18,"#E60012","transcribed","","Hot type","four","four-color",4,"transcribed"
"retro_four_02","retro",2,0,0,0,"#000000","transcribed","","Hot type","four","four-color",4,"transcribed"
"retro_four_02","retro",3,241,141,2,"#F18D02","transcribed","","Hot type","four","four-color",4,"transcribed"
"retro_four_02","retro",4,253,209,0,"#FDD100","transcribed","","Hot type","four","four-color",4,"transcribed"
"retro_four_03","retro",1,231,41,34,"#E72922","transcribed","","Classic print","four","four-color",4,"transcribed"
"retro_four_03","retro",2,30,83,164,"#1E53A4","transcribed","","Classic print","four","four-color",4,"transcribed"
"retro_four_03","retro",3,0,102,55,"#006637","transcribed","","Classic print","four","four-color",4,"transcribed"
"retro_four_03","retro",4,202,176,107,"#CAB06B","transcribed","","Classic print","four","four-color",4,"transcribed"
"retro_four_04","retro",1,242,158,157,"#F29E9D","transcribed","","Petal & leaf","four","four-color",4,"transcribed"
"retro_four_04","retro",2,135,126,156,"#877E9C","transcribed","","Petal & leaf","four","four-color",4,"transcribed"
"retro_four_04","retro",3,175,195,84,"#AFC354","transcribed","","Petal & leaf","four","four-color",4,"transcribed"
"retro_four_04","retro",4,42,130,84,"#2A8254","transcribed","","Petal & leaf","four","four-color",4,"transcribed"
"retro_four_05","retro",1,187,220,206,"#BBDCCE","transcribed","","Coastal clay","four","four-color",4,"transcribed"
"retro_four_05","retro",2,224,166,62,"#E0A63E","transcribed","","Coastal clay","four","four-color",4,"transcribed"
"retro_four_05","retro",3,109,166,177,"#6DA6B1","transcribed","","Coastal clay","four","four-color",4,"transcribed"
"retro_four_05","retro",4,223,117,47,"#DF752F","transcribed","","Coastal clay","four","four-color",4,"transcribed"
"retro_four_06","retro",1,0,140,173,"#008CAD","transcribed","","Botanical","four","four-color",4,"transcribed"
"retro_four_06","retro",2,131,175,110,"#83AF6E","transcribed","","Botanical","four","four-color",4,"transcribed"
"retro_four_06","retro",3,0,90,70,"#005A46","transcribed","","Botanical","four","four-color",4,"transcribed"
"retro_four_06","retro",4,240,208,118,"#F0D076","transcribed","","Botanical","four","four-color",4,"transcribed"
"retro_four_07","retro",1,201,37,57,"#C92539","transcribed","","Crimson & sea glass","four","four-color",4,"transcribed"
"retro_four_07","retro",2,210,175,157,"#D2AF9D","transcribed","","Crimson & sea glass","four","four-color",4,"transcribed"
"retro_four_07","retro",3,152,200,205,"#98C8CD","transcribed","","Crimson & sea glass","four","four-color",4,"transcribed"
"retro_four_07","retro",4,11,134,126,"#0B867E","transcribed","","Crimson & sea glass","four","four-color",4,"transcribed"
"retro_four_08","retro",1,97,195,213,"#61C3D5","transcribed","","Summer postcard","four","four-color",4,"transcribed"
"retro_four_08","retro",2,0,158,95,"#009E5F","transcribed","","Summer postcard","four","four-color",4,"transcribed"
"retro_four_08","retro",3,247,184,142,"#F7B88E","transcribed","","Summer postcard","four","four-color",4,"transcribed"
"retro_four_08","retro",4,240,137,114,"#F08972","transcribed","","Summer postcard","four","four-color",4,"transcribed"
"retro_four_09","retro",1,0,109,187,"#006DBB","transcribed","","Primary play","four","four-color",4,"transcribed"
"retro_four_09","retro",2,230,0,18,"#E60012","transcribed","","Primary play","four","four-color",4,"transcribed"
"retro_four_09","retro",3,255,241,0,"#FFF100","transcribed","","Primary play","four","four-color",4,"transcribed"
"retro_four_09","retro",4,235,97,27,"#EB611B","transcribed","","Primary play","four","four-color",4,"transcribed"
"retro_four_10","retro",1,200,225,198,"#C8E1C6","transcribed","","Faded fresco","four","four-color",4,"transcribed"
"retro_four_10","retro",2,164,157,175,"#A49DAF","transcribed","","Faded fresco","four","four-color",4,"transcribed"
"retro_four_10","retro",3,208,152,144,"#D09890","transcribed","","Faded fresco","four","four-color",4,"transcribed"
"retro_four_10","retro",4,217,198,153,"#D9C699","transcribed","","Faded fresco","four","four-color",4,"transcribed"
"retro_four_11","retro",1,166,134,188,"#A686BC","transcribed","","Lilac & leather","four","four-color",4,"transcribed"
"retro_four_11","retro",2,234,222,189,"#EADEBD","transcribed","","Lilac & leather","four","four-color",4,"transcribed"
"retro_four_11","retro",3,141,92,97,"#8D5C61","transcribed","","Lilac & leather","four","four-color",4,"transcribed"
"retro_four_11","retro",4,163,140,74,"#A38C4A","transcribed","","Lilac & leather","four","four-color",4,"transcribed"
"retro_multi_01","retro",1,248,204,209,"#F8CCD1","transcribed","","Rose & marigold","multi","multicolor",5,"transcribed"
"retro_multi_01","retro",2,216,183,124,"#D8B77C","transcribed","","Rose & marigold","multi","multicolor",5,"transcribed"
"retro_multi_01","retro",3,230,14,57,"#E60E39","transcribed","","Rose & marigold","multi","multicolor",5,"transcribed"
"retro_multi_01","retro",4,76,175,119,"#4CAF77","transcribed","","Rose & marigold","multi","multicolor",5,"transcribed"
"retro_multi_01","retro",5,235,213,108,"#EBD56C","transcribed","","Rose & marigold","multi","multicolor",5,"transcribed"
"retro_multi_02","retro",1,222,198,123,"#DEC67B","transcribed","","Market day","multi","multicolor",5,"transcribed"
"retro_multi_02","retro",2,235,97,42,"#EB612A","transcribed","","Market day","multi","multicolor",5,"transcribed"
"retro_multi_02","retro",3,255,225,0,"#FFE100","transcribed","","Market day","multi","multicolor",5,"transcribed"
"retro_multi_02","retro",4,27,184,206,"#1BB8CE","transcribed","","Market day","multi","multicolor",5,"transcribed"
"retro_multi_02","retro",5,75,169,53,"#4BA935","transcribed","","Market day","multi","multicolor",5,"transcribed"
"retro_multi_03","retro",1,237,196,172,"#EDC4AC","transcribed","","Ceramics","multi","multicolor",5,"transcribed"
"retro_multi_03","retro",2,215,198,94,"#D7C65E","transcribed","","Ceramics","multi","multicolor",5,"transcribed"
"retro_multi_03","retro",3,100,171,171,"#64ABAB","transcribed","","Ceramics","multi","multicolor",5,"transcribed"
"retro_multi_03","retro",4,223,96,87,"#DF6057","transcribed","","Ceramics","multi","multicolor",5,"transcribed"
"retro_multi_03","retro",5,108,76,62,"#6C4C3E","transcribed","","Ceramics","multi","multicolor",5,"transcribed"
"retro_multi_04","retro",1,192,159,50,"#C09F32","transcribed","","Record shop","multi","multicolor",6,"review"
"retro_multi_04","retro",2,255,241,0,"#FFF100","review","Provisional yellow RGB reading; the low-contrast printed digits need confirmation.","Record shop","multi","multicolor",6,"review"
"retro_multi_04","retro",3,66,67,147,"#424393","transcribed","","Record shop","multi","multicolor",6,"review"
"retro_multi_04","retro",4,232,53,15,"#E8350F","transcribed","","Record shop","multi","multicolor",6,"review"
"retro_multi_04","retro",5,0,108,60,"#006C3C","transcribed","","Record shop","multi","multicolor",6,"review"
"retro_multi_04","retro",6,16,49,139,"#10318B","transcribed","","Record shop","multi","multicolor",6,"review"
"retro_multi_05","retro",1,146,158,81,"#929E51","transcribed","","Autumn archive","multi","multicolor",8,"transcribed"
"retro_multi_05","retro",2,245,171,124,"#F5AB7C","transcribed","","Autumn archive","multi","multicolor",8,"transcribed"
"retro_multi_05","retro",3,217,188,119,"#D9BC77","transcribed","","Autumn archive","multi","multicolor",8,"transcribed"
"retro_multi_05","retro",4,224,182,143,"#E0B68F","transcribed","","Autumn archive","multi","multicolor",8,"transcribed"
"retro_multi_05","retro",5,203,217,222,"#CBD9DE","transcribed","","Autumn archive","multi","multicolor",8,"transcribed"
